Manual	Chip	FamilyUsersGuide	VccPgmMin	VccPgmMax	fFtgMin	fFtgMax	tWord	tCMErase	tBlock0	tBlockI	tBlockN	tMassErase	tSegErase	fTck2_2V	fTck3V	fSbw	fSbwEn	fSbwRet
SLAS344G	MSP430F4371	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS344G	MSP430F447	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS344G	MSP430F448	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS344G	MSP430F4481	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS344G	MSP430F449	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS344G	MSP430F4491	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS380C	MSP430FG437	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS380C	MSP430FG438	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS380C	MSP430FG439	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS383E	MSP430FW423	SLAU056	2.7	3.6	257	476	35	20	30	21	6	5297	4819	5	10			
SLAS383E	MSP430FW425	SLAU056	2.7	3.6	257	476	35	20	30	21	6	5297	4819	5	10			
SLAS383E	MSP430FW427	SLAU056	2.7	3.6	257	476	35	20	30	21	6	5297	4819	5	10			
SLAS383E	MSP430FW428	SLAU056	2.7	3.6	257	476	35	20	30	21	6	5297	4819	5	10			
SLAS383E	MSP430FW429	SLAU056	2.7	3.6	257	476	35	20	30	21	6	5297	4819	5	10			
SLAS396D	MSP430FE423	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS396D	MSP430FE425	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS396D	MSP430FE427	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS421B	MSP430F423	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS421B	MSP430F425	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS421B	MSP430F427	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS455D	MSP430F4250	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS455D	MSP430F4260	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS455D	MSP430F4270	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS508I	MSP430FG4616	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS508I	MSP430FG4617	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS508I	MSP430FG4618	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS508I	MSP430FG4619	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS545C	MSP430F4783	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS545C	MSP430F4784	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS545C	MSP430F4793	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS545C	MSP430F4794	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS556A	MSP430FG4250	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS556A	MSP430FG4260	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS556A	MSP430FG4270	SLAU056	2.5	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS588	MSP430FE423A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS588	MSP430FE425A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS588	MSP430FE427A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS580E	MSP430FG477	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS580E	MSP430FG478	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS580E	MSP430FG479	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS587	MSP430F423A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS587	MSP430F425A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS587	MSP430F427A	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS616	MSP430FE4232	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS616	MSP430FE4242	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS616	MSP430FE4252	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS616	MSP430FE4272	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS626C	MSP430F47126	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47127	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47163	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47166	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47167	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47173	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47176	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47177	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47183	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47186	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47187	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47193	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47196	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS626C	MSP430F47197	SLAU056	2.2	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS629B	MSP430F477	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS629B	MSP430F478	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS629B	MSP430F479	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS648E	MSP430F4132	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10	8	1	15
SLAS648E	MSP430F4152	SLAU056	2.2	3.6	257	476	35	200	30	21	6	5297	4819	5	10	8	1	15
SLAS675	MSP430F4616	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F46161	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F4617	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F46171	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F4618	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F46181	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F4619	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS675	MSP430F46191	SLAU056	2.7	3.6	257	476	30	20	25	18	6	10593	4819	5	10			
SLAS713	MSP430F438	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS713	MSP430F439	SLAU056	2.7	3.6	257	476	35	200	30	21	6	5297	4819	5	10			
SLAS590P	MSP430F5513	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5514	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5515	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5517	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5519	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5521	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5522	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5524	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5525	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5526	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5527	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5528	SLAU208	1.8	3.6										5	10	20	1	15
SLAS590P	MSP430F5529	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5418	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5419	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5435	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5436	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5437	SLAU208	1.8	3.6										5	10	20	1	15
SLAS612E	MSP430F5438	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5131	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5132	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5151	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5152	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5171	SLAU208	1.8	3.6										5	10	20	1	15
SLAS619R	MSP430F5172	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5500	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5501	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5502	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5503	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5504	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5505	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5506	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5507	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5508	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5509	SLAU208	1.8	3.6										5	10	20	1	15
SLAS645L	MSP430F5510	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5630	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5631	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5632	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5633	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5634	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5635	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5636	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5637	SLAU208	1.8	3.6										5	10	20	1	15
SLAS650G	MSP430F5638	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5418A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5419A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5435A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5436A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5437A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS655H	MSP430F5438A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS677G	MSP430F5304	SLAU208	1.8	3.6										5	10	20	1	15
SLAS677G	MSP430F5308	SLAU208	1.8	3.6										5	10	20	1	15
SLAS677G	MSP430F5309	SLAU208	1.8	3.6										5	10	20	1	15
SLAS677G	MSP430F5310	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5324	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5325	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5326	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5327	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5328	SLAU208	1.8	3.6										5	10	20	1	15
SLAS678G	MSP430F5329	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F5358	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F5359	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F5658	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F5659	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F6458	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F6459	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F6658	SLAU208	1.8	3.6										5	10	20	1	15
SLAS700E	MSP430F6659	SLAU208	1.8	3.6										5	10	20	1	15
SLAS706F	MSP430F5340	SLAU208	1.8	3.6										5	10	20	1	15
SLAS706F	MSP430F5341	SLAU208	1.8	3.6										5	10	20	1	15
SLAS706F	MSP430F5342	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5212	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5214	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5217	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5219	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5222	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5224	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5227	SLAU208	1.8	3.6										5	10	20	1	15
SLAS718H	MSP430F5229	SLAU208	1.8	3.6										5	10	20	1	15
SLAS721F	MSP430F5333	SLAU208	1.8	3.6										5	10	20	1	15
SLAS721F	MSP430F5335	SLAU208	1.8	3.6										5	10	20	1	15
SLAS721F	MSP430F5336	SLAU208	1.8	3.6										5	10	20	1	15
SLAS721F	MSP430F5338	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5232	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5234	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5237	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5239	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5242	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5244	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5247	SLAU208	1.8	3.6										5	10	20	1	15
SLAS897C	MSP430F5249	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5252	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5253	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5254	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5255	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5256	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5257	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5258	SLAU208	1.8	3.6										5	10	20	1	15
SLAS903D	MSP430F5259	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6630	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6631	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6632	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6633	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6634	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6635	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6636	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6637	SLAU208	1.8	3.6										5	10	20	1	15
SLAS566D	MSP430F6638	SLAU208	1.8	3.6										5	10	20	1	15
SLAS720C	MSP430F6433	SLAU208	1.8	3.6										5	10	20	1	15
SLAS720C	MSP430F6435	SLAU208	1.8	3.6										5	10	20	1	15
SLAS720C	MSP430F6436	SLAU208	1.8	3.6										5	10	20	1	15
SLAS720C	MSP430F6438	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6720	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6721	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6723	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6724	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6725	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6726	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6730	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6731	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6733	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6734	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6735	SLAU208	1.8	3.6										5	10	20	1	15
SLAS731C	MSP430F6736	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6745	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6746	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6747	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6748	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6749	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6765	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6766	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6767	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6768	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6769	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6775	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6776	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6777	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6778	SLAU208	1.8	3.6										5	10	20	1	15
SLAS768E	MSP430F6779	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67451	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67461	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67471	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67481	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67491	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67651	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67661	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67671	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67681	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67691	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67751	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67761	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67771	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67781	SLAU208	1.8	3.6										5	10	20	1	15
SLAS815D	MSP430F67791	SLAU208	1.8	3.6										5	10	20	1	15
SLAS874B	MSP430FG6425	SLAU208	1.8	3.6										5	10	20	1	15
SLAS874B	MSP430FG6426	SLAU208	1.8	3.6										5	10	20	1	15
SLAS874B	MSP430FG6625	SLAU208	1.8	3.6										5	10	20	1	15
SLAS874B	MSP430FG6626	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6745A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6746A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6747A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6748A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6749A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6765A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6766A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6767A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6768A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6769A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6775A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6776A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6777A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6778A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS982A	MSP430F6779A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67451A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67461A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67471A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67481A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67491A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67651A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67661A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67671A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67681A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67691A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67751A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67761A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67771A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67781A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS983A	MSP430F67791A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS998A	MSP430F67621	SLAU208	1.8	3.6										5	10	20	1	15
SLAS998A	MSP430F67641	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6720A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6721A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6723A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6724A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6725A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6726A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6730A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6731A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6733A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6734A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6735A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6736	SLAU208	1.8	3.6										5	10	20	1	15
SLASE46A	MSP430F6736A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE50A	MSP430F67621A	SLAU208	1.8	3.6										5	10	20	1	15
SLASE50A	MSP430F67641	SLAU208	1.8	3.6										5	10	20	1	15
SLASE50A	MSP430F67641A	SLAU208	1.8	3.6										5	10	20	1	15
SLAS740A	RF430F5978	SLAU378	1.8	3.6										5	10	20	1	15
SLAS834C	RF430FRL152H	SLAU506												4				
SLAS834C	RF430FRL153H	SLAU506												4				
SLAS834C	RF430FRL154H	SLAU506												4				
